# Accelerometer Data File
# Started @Mon Jul 18 22:39:18 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-2.469 1.968 1.806 10
-3.153 0.961 1.54 10
-3.889 -0.444 0.894 10
-4.716 -1.899 -0.461 10
-5.364 -1.951 -1.242 10
-4.664 -1.523 -0.816 10
-1.879 -0.345 -2.476 10
0.669 -0.595 -2.952 10
1.585 -1.716 -2.183 10
2.625 -2.312 -0.982 10
3.595 -1.796 -0.375 10
4.123 -0.866 0.532 10
3.935 0.486 1.478 10
3.541 1.541 1.606 10
3.282 2.455 1.584 10
2.885 3.192 1.779 10
2.665 3.373 1.704 10
2.338 3.493 0.913 10
2.07 3.548 0.227 10
1.716 3.435 -0.269 10
1.226 3.126 -0.69 10
1.043 2.96 -0.992 10
1.154 2.974 -1.211 10
1.021 2.866 -1.349 10
0.79 2.683 -1.266 10
0.607 2.587 -1.087 10
0.503 2.294 -0.651 10
0.531 1.944 -0.31 10
0.814 1.758 -0.296 10
1.034 1.504 -0.422 10
0.818 0.621 -0.457 10
0.564 -0.173 -0.204 10
0.301 -0.888 -0.063 10
-0.09 -2.014 0.002 10
-0.754 -3.476 -0.557 10
-1.273 -4.758 -1.329 10
-1.464 -5.506 -1.756 10
-1.663 -5.998 -1.434 10
-1.177 -5.329 -1.842 10
-0.103 -3.365 -2.451 10
0.156 -1.469 -3.231 10
-0.574 0.056 -2.667 10
-1.094 1.499 -1.512 10
-0.76 1.995 -0.628 10
-0.426 1.554 -0.204 10
-0.228 0.476 0.54 10
-0.231 -0.432 1.244 10
-0.242 -0.639 1.861 10
-0.27 -0.558 2.321 10
-0.363 -0.493 2.503 10
-0.525 -0.332 2.468 10
-0.412 0.106 0.782 10
0.068 0.44 -2.778 10
0.509 0.413 -3.646 10
0.553 -0.145 -3.506 10
-0.105 -1.233 -3.551 10
-1.017 -2.36 -2.67 10
-2.001 -3.417 -1.024 10
-2.904 -4.29 0.155 10
-3.475 -4.421 2.837 10
-3.145 -3.143 4.63 10
-3.822 -2.2 3.667 10
-5.387 0.278 0.568 10
-4.383 1.431 1.037 10
-1.359 1.296 1.451 10
1.353 1.718 1.288 10
3.002 0.943 1.47 10
3.676 -1.624 2.831 10
3.118 -4.677 3.651 10
1.97 -7.734 3.286 10
1.489 -8.236 2.233 10
2.116 -5.723 0.665 10
3.059 -2.212 0.228 10
3.236 0.887 0.731 10
3.119 2.54 1.054 10
3.229 3.053 0.311 10
3.286 2.928 -1.064 10
2.759 3.084 -0.992 10
0.811 2.93 0.606 10
-1.407 1.939 1.313 10
-1.74 1.314 1.836 10
-1.635 1.39 1.722 10
-1.549 2.13 0.446 10
-1.437 3.244 -1.614 10
-1.587 3.997 -3.254 10
-1.85 3.623 -3.024 10
-1.889 2.347 -2.006 10
-1.7 1.173 -0.961 10
-1.28 0.685 -0.037 10
-0.273 1.065 -0.094 10
0.486 1.432 -0.912 10
0.998 1.185 -1.303 10
1.51 0.403 -0.733 10
1.79 -0.558 -0.246 10
1.912 -1.278 -0.23 10
2.031 -1.659 -0.44 10
2.225 -1.519 -0.663 10
2.433 -0.919 -1.191 10
2.5 0.241 -1.279 10
2.302 1.898 -0.436 10
1.503 2.802 1.357 10
0.456 2.108 3.281 10
-0.201 1.018 4.22 10
-0.129 0.779 3.875 10
0.107 0.52 2.91 10
0.208 -0.135 1.688 10
0.205 -1.242 -1.324 10
0.158 -2.703 -6.191 10
0.082 -1.502 -4.356 10
0.703 0.302 0.009 10
1.917 1.651 1.206 10
1.579 1.77 -0.344 10
0.68 1.067 -2.284 10
-0.206 -0.185 -1.728 10
-0.754 -1.002 -0.314 10
-1.205 -1.566 0.044 10
-1.696 -2.056 -0.632 10
-2.078 -2.522 -1.422 10
-2.129 -2.916 -1.71 10
-2.011 -2.607 -1.6 10
-1.81 -1.571 -0.397 10
-1.637 -1.474 0.84 10
-1.904 -2.266 0.566 10
-2.378 -3.332 -1.239 10
-2.674 -3.999 -3.287 10
-2.536 -3.754 -3.243 10
-2.007 -3.137 -2.677 10
-1.858 -2.341 -2.47 10
-2.034 -1.848 -2.412 10
-1.873 -1.25 -2.171 10
-0.953 -0.211 -1.54 10
0.244 1.214 -0.3 10
1.366 2.653 0.962 10
2.212 3.689 1.339 10
2.87 4.484 1.455 10
3.16 5.233 1.577 10
3.034 5.735 1.704 10
2.368 5.903 1.602 10
1.52 5.804 1.502 10
0.859 5.465 1.705 10
0.437 5.039 2.078 10
0.083 4.535 2.094 10
-0.217 3.883 1.85 10
-0.48 2.926 1.7 10
-0.501 1.616 1.797 10
-0.304 0.351 1.746 10
-0.119 -0.562 1.511 10
0.142 -0.98 0.869 10
0.257 -1.235 -0.622 10
0.231 -1.784 -2.215 10
0.613 -2.329 -2.89 10
1.603 -2.829 -1.782 10
