# Accelerometer Data File
# Started @Wed Jul 20 19:49:50 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
0.449 0.24 1.158 10
0.741 0.285 1.404 10
0.934 0.213 1.565 10
0.995 0.105 1.624 10
0.87 -0.033 1.488 11
0.671 -0.004 1.192 9
0.25 0.271 0.901 10
-0.162 0.451 0.759 10
-0.387 0.725 1.045 10
-0.426 1.092 1.483 10
-0.228 1.232 1.878 10
0.104 1.221 2.457 10
0.378 1.314 2.763 10
0.633 1.321 2.857 10
0.803 1.352 2.77 10
0.731 1.484 2.553 10
0.477 1.707 2.186 10
0.136 1.967 1.984 10
0.097 2.098 2.01 10
0.328 1.957 2.507 10
0.657 1.701 2.851 10
0.902 1.341 2.928 10
0.993 0.828 2.721 10
0.945 0.348 1.958 10
0.695 0.055 1.021 10
0.324 -0.217 0.143 10
-0.018 -0.471 -0.586 10
-0.197 -0.734 -1.217 10
-0.272 -0.893 -1.698 10
-0.426 -0.959 -2.132 10
-0.624 -1.018 -2.574 10
-0.571 -1.003 -2.73 10
-0.557 -0.997 -2.948 10
-0.415 -1.001 -2.964 10
-0.27 -0.995 -2.771 10
-0.131 -1.017 -2.399 10
0.019 -0.967 -2.055 10
0.052 -0.956 -1.686 10
-0.013 -0.929 -1.397 10
-0.115 -0.905 -1.102 10
-0.172 -0.918 -0.897 10
-0.172 -0.921 -0.738 11
-0.25 -0.915 -0.552 9
-0.311 -0.91 -0.376 10
-0.375 -0.948 -0.295 10
-0.389 -0.957 -0.352 10
-0.453 -0.878 -0.42 10
-0.52 -0.764 -0.464 11
