# Accelerometer Data File
# Started @Mon Jul 18 22:40:24 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
2.341 5.06 1.416 10
3.012 4.925 1.257 10
3.314 5.131 1.045 10
3.448 5.669 1.475 10
2.81 6.119 1.569 10
1.072 5.955 0.8 10
-0.689 5.248 0.082 10
-1.801 4.826 -0.115 10
-2.526 4.809 -0.293 10
-2.704 4.742 -0.634 10
-2.545 4.793 -1.286 10
-2.084 5.064 -1.83 10
-1.445 5.187 -2.302 10
-0.611 4.978 -2.89 10
0.156 4.006 -3.291 10
0.218 3.157 -3.349 10
-0.07 2.902 -2.601 10
-0.175 2.224 -1.703 10
0.23 1.036 -1.231 10
1.267 -0.739 -1.082 10
2.666 -2.587 -1.086 10
3.89 -3.983 -2.322 10
4.725 -4.429 -3.529 10
5.252 -4.4 -3.219 10
5.347 -4.848 -2.552 10
4.942 -5.923 -2.004 10
4.379 -7.451 -2.295 10
3.648 -8.843 -0.505 10
1.688 -9.123 -0.368 10
-0.169 -9.15 -3.219 10
-0.859 -7.14 -3.862 10
-0.678 -3.995 -0.39 10
-0.696 -1.363 4.879 10
-1.713 1.401 2.926 10
-2.248 5.07 -1.322 10
-2.368 6.347 -2.077 10
-2.338 5.42 0.215 10
-2.225 4.041 2.271 10
-2.157 2.387 3.242 10
-1.554 0.02 3.443 10
-0.614 -3.205 2.84 10
0.386 -7.409 0.841 10
0.976 -10.745 1.559 10
1.318 -10.283 4.988 10
1.376 -7.522 5.282 10
1.109 -2.46 4.539 10
0.541 1.405 3.214 10
-0.003 3.471 1.634 10
-0.641 4.244 0.264 10
-0.921 3.725 -0.761 10
-1.027 2.551 -1.737 10
-1.502 0.943 -2.201 10
-1.636 -0.332 -0.774 10
-1.455 -1.005 1.018 10
-1.344 -1.456 2.623 10
-1.296 -1.966 4.05 10
-1.14 -2.605 3.826 10
-0.992 -3.068 2.822 10
-0.6 -3.52 1.54 10
-0.134 -2.203 0.473 10
-0.026 0.206 -0.168 10
-0.127 2.271 -1.401 10
-0.967 3.061 -2.339 10
-1.534 3.22 -2.079 10
-1.803 3.036 -1.871 10
-1.649 2.414 -1.253 10
-1.122 2.207 -0.679 10
-0.268 2.572 -1.706 10
0.611 2.685 -3.431 10
0.886 2.339 -4.019 10
1.03 1.873 -2.979 10
1.28 1.47 -1.388 10
1.23 1.314 -0.258 10
1.003 1.286 0.335 10
1.058 0.597 1.146 10
0.926 -0.013 1.316 10
0.618 -0.727 1.253 10
0.47 -1.12 1.516 10
0.259 -1.137 1.821 10
0.001 -1.127 1.975 10
-0.067 -1.212 1.993 10
-0.285 -1.444 1.44 10
-0.506 -2.464 1.253 10
-0.964 -3.458 0.981 10
-1.488 -3.724 0.581 10
-1.96 -3.386 0.17 10
-2.315 -2.496 0.127 10
-2.325 -1.695 0.7 10
-1.291 -1.474 1.328 10
-0.541 -1.714 1.825 10
-0.056 -2.603 1.944 10
0.259 -3.92 1.663 10
0.724 -3.752 1.169 10
1.134 -3.42 0.552 10
1.426 -3.216 -0.045 10
1.387 -3.221 -0.73 10
1.196 -3.27 -1.295 10
0.706 -3.357 -2.156 10
0.058 -3.012 -3.708 10
-0.292 -1.935 -4.337 10
-0.34 -0.742 -3.084 10
-0.478 0.021 -1.121 10
-0.81 0.338 -0.707 10
-0.849 0.606 -1.662 10
-0.635 1.036 -2.375 10
-0.089 1.588 -2.249 10
0.548 2.153 -1.464 10
1.062 2.213 -0.395 10
0.939 2.242 0.859 10
0.285 2.337 2.97 10
-0.079 1.362 3.82 10
-0.252 -0.213 2.74 10
-0.442 -1.933 2.112 10
-0.424 -3.144 2.849 10
-0.571 -4.071 3.185 10
-1.014 -4.44 2.866 10
-1.473 -3.573 2.941 10
-1.868 -1.492 3.759 10
-2.173 0.82 3.28 10
-2.309 2.082 1.34 10
-2.018 2.684 -0.181 10
-0.954 3.51 -1.119 10
0.063 4.693 -1.507 10
0.798 5.931 -0.253 10
1.183 7.01 0.926 10
1.289 7.584 1.04 10
1.074 7.67 -0.295 10
0.889 7.912 -1.946 10
0.834 8.12 -2.872 10
0.82 8.127 -2.283 10
0.609 7.711 -0.883 10
0.16 6.948 0.204 10
-0.459 5.754 0.356 10
-0.801 4.635 0.14 10
-0.789 3.835 0.057 10
-0.659 3.512 -0.181 10
-0.36 3.419 -0.507 10
0.02 3.439 -0.982 10
0.371 3.302 -1.927 10
0.437 3.015 -3.363 10
0.618 2.481 -4.88 10
0.582 1.672 -6.986 10
-0.734 0.928 -7.882 10
-3.281 0.007 -4.612 10
-3.539 -1.044 1.529 10
-1.47 -1.913 4.186 10
1.167 -3.136 2.138 10
3.274 -4.382 -1.505 10
5.024 -4.969 -4.199 10
7.116 -4.154 -5.184 10
9.378 -2.971 -5.984 10
10.845 -2.674 -7.394 10
10.907 -2.768 -7.189 10
8.833 -2.966 -5.867 10
5.58 -3.134 -3.401 10
2.358 -3.148 0.98 10
-1.212 -2.135 4.589 10
-4.969 -0.931 2.285 10
-7.127 -1.863 -4.872 10
-7.397 -3.401 -8.875 10
-5.192 -4.112 -4.971 10
-3.302 -3.02 0.748 10
-2.541 -1.994 4.854 10
-1.804 -1.829 7.29 10
-1.176 -1.749 8.69 10
-0.455 -0.825 8.062 10
0.133 0.352 5.73 10
0.706 1.135 3.546 10
1.307 1.349 2.57 10
1.866 1.171 1.822 10
2.257 0.623 1.502 10
2.497 -0.318 1.584 10
2.264 -1.604 2.081 10
1.589 -2.961 2.511 10
0.732 -4.104 2.733 10
0.151 -5.099 3.356 10
-0.363 -5.244 3.254 10
-0.896 -4.331 3.1 10
-1.453 -2.649 2.678 10
-2.135 -0.97 2.29 10
-2.628 0.35 2.026 10
-2.951 1.16 2.53 10
-3.191 1.914 2.665 10
-3.371 2.205 2.209 10
-3.586 2.054 1.402 10
-3.848 1.65 0.374 10
-4.135 1.14 -1.085 10
-4.566 0.612 -2.855 10
-4.687 0.172 -4.647 10
-4.003 0.267 -5.94 10
-1.922 0.705 -5.208 10
-0.066 0.307 -3.817 10
1.224 0.613 -1.953 10
1.877 1.93 -0.792 10
2.207 3.34 -0.575 10
2.081 4.101 -0.905 10
1.459 4.484 -0.685 10
1.201 4.363 0.236 10
0.951 3.53 1.1 10
0.822 2.263 1.49 10
0.645 0.761 1.478 10
0.658 -0.667 1.468 10
0.799 -1.635 1.753 10
0.857 -2.411 2.224 10
0.659 -2.954 2.243 10
0.188 -3.52 2.148 10
-0.683 -3.927 1.743 10
-1.33 -3.663 0.871 10
-1.249 -3.081 -0.077 10
-0.322 -2.997 -0.621 10
0.217 -3.223 -0.964 10
0.368 -3.151 -0.687 10
0.228 -3.077 -0.299 10
-0.001 -3.166 0.247 10
-0.208 -3.409 0.843 10
-0.307 -3.594 1.233 10
-0.294 -3.519 1.135 10
0.019 -3.521 0.668 10
0.517 -3.548 -0.156 10
1.086 -3.21 -1.554 10
1.399 -2.691 -2.829 10
1.423 -2.491 -2.624 10
1.057 -2.061 -1.801 10
-0.341 -2.122 -1.182 10
-2.393 -1.668 -0.96 10
-3.972 -0.717 -1.562 10
-4.29 0.19 -2.793 10
-3.43 1.447 -3.936 10
-1.57 2.241 -4.275 10
0.215 2.198 -3.012 10
1.357 1.97 -1.392 10
1.859 2.566 1.505 10
1.432 3.542 5.896 10
1.047 2.368 8.625 10
0.546 0.546 8.668 10
-0.025 -1.301 7.792 10
-0.298 -3.463 4.444 10
0.076 -5.367 0.794 10
0.551 -5.855 -0.81 10
-0.167 -4.83 -1.186 10
-0.443 -2.304 0.854 10
-0.037 -0.135 3.725 10
-0.292 1.257 2.973 10
-0.987 2.131 -1.883 10
-1.353 2.797 -6.065 10
-1.563 4.646 -5.967 10
-1.553 6.948 -2.422 10
-1.044 8.701 0.491 10
-0.345 9.538 1.33 10
0.326 9.428 1.343 10
1.173 8.546 1.778 10
1.564 7.941 1.962 10
1.563 7.63 1.826 10
1.208 7.548 1.928 10
0.518 7.172 1.192 10
-0.877 6.257 -0.34 10
-2.177 4.821 -1.099 10
-2.528 3.14 -1.213 10
-1.629 2.292 -1.643 10
-0.285 2.132 -2.22 10
0.872 2.28 -3.015 10
1.646 2.707 -3.679 10
1.766 2.98 -4.069 10
0.926 2.371 -3.352 10
0.213 2.074 -1.267 10
0.295 2.039 -0.072 10
1.084 1.395 -1.15 10
1.941 0.101 -2.992 10
2.669 -1.451 -5.278 10
3.385 -3.073 -7.94 10
4.08 -4.403 -9.257 10
4.301 -5.083 -7.866 10
4.173 -5.566 -2.011 10
3.411 -5.742 5.334 10
1.63 -6.194 4.042 10
1.028 -7.608 -2.644 10
2.537 -8.494 -4.897 10
3.998 -8.825 -1.477 10
3.228 -6.4 -0.346 10
1.914 -3.286 1.075 10
-0.38 -1.018 0.735 10
-1.988 0.833 0.239 10
-2.703 1.973 1.258 10
-2.95 2.715 1.658 10
-2.87 2.995 2.225 10
-2.583 2.687 2.924 10
-2.083 1.384 3.468 10
-1.927 -0.512 3.612 10
-1.665 -2.184 3.311 10
-1.43 -3.319 3.101 10
-1.243 -4.039 3.506 10
-1.093 -4.522 3.776 10
-0.889 -4.751 3.217 10
-0.757 -4.155 2.637 10
-0.629 -3.024 2.856 10
-0.248 -2.153 3.665 10
0.138 -1.446 3.41 10
0.435 -1.069 3.819 10
0.693 -0.669 3.773 10
0.744 -0.274 3.129 10
0.816 0.243 2.333 10
0.554 0.977 0.962 10
0.171 1.776 -0.374 10
-0.328 2.383 -1.733 10
-1.114 2.73 -3.059 10
-1.908 2.587 -3.141 10
-1.95 2.371 -2.413 10
-1.668 1.867 -1.681 10
-1.527 1.697 -0.728 10
-1.521 2.2 -1.164 10
-1.438 2.669 -2.323 10
-1.346 3.462 -3.203 10
-1.427 3.909 -3.15 10
-1.827 4.096 -2.972 10
-2.222 3.876 -2.348 10
-2.517 3.393 -1.018 10
-2.627 2.502 0.358 10
-2.312 1.597 0.736 10
-1.478 0.67 0.094 10
0.16 -0.068 0.067 10
1.48 -0.622 1.663 10
2.116 -1.171 3.031 10
2.586 -1.908 3.176 10
2.792 -2.768 2.272 10
2.737 -3.801 2.287 10
2.541 -3.844 3.937 10
1.658 -3.52 5.086 10
0.949 -3.142 4.758 10
0.337 -3.431 3.308 10
-0.127 -3.975 1.228 10
-0.235 -3.914 -1.032 10
-0.073 -3.609 -2.592 10
0.097 -3.403 -2.781 10
0.182 -3.226 -1.882 10
0.362 -3.059 -0.703 10
0.524 -2.805 -0.201 10
0.644 -2.567 -0.173 10
0.803 -2.371 0.033 10
0.878 -2.185 0.409 10
0.808 -1.725 0.541 10
0.735 -1.165 0.521 10
0.765 -1.117 0.314 10
0.43 -1.35 -0.225 10
-0.681 -1.008 -1.004 10
-1.543 -0.054 -1.99 10
-1.777 0.631 -2.498 10
-1.358 0.887 -2.67 10
-0.67 0.729 -1.989 10
0.051 0.596 -1.187 10
0.546 0.597 -0.663 10
1.137 0.425 -0.347 10
1.98 0.693 -0.502 10
2.532 1.227 -0.107 10
2.77 2.061 1.756 10
2.433 3.139 3.709 10
1.276 3.006 4.83 10
0.286 1.921 4.166 10
-0.517 0.91 2.809 10
-1.103 0.233 1.529 10
-1.648 -0.376 0.669 10
-2.345 -1.312 0.111 10
-2.86 -2.206 1.599 10
-2.867 -2.641 2.594 10
-2.675 -2.006 1.637 10
-2.106 -0.495 -0.948 10
-1.93 -1.773 -7.343 10
-1.427 -1.466 -1.42 10
-0.301 -0.216 3.927 10
0.59 1.95 5.439 10
1.022 3.488 2.619 10
1.144 4.63 -2.856 10
1.116 5.253 -6.906 10
0.892 5.624 -7.336 10
0.536 5.923 -5.189 10
0.042 5.788 -2.205 10
-0.349 5.416 0.17 10
-0.607 5.047 1.308 10
-0.581 4.456 1.53 10
-0.393 3.717 1.644 10
-0.294 3.242 1.842 10
-0.316 3.185 1.89 10
-0.189 3.047 1.813 10
-0.11 3.053 1.58 10
-0.047 2.903 0.836 10
-0.137 2.543 0.27 10
-0.33 2.177 -0.144 10
-0.59 1.847 -0.474 10
-0.893 1.524 -0.694 10
-1.175 1.148 -0.642 10
-1.462 0.697 -0.388 10
-1.669 0.308 -0.211 10
-1.856 -0.101 -0.156 10
-1.954 -0.608 -0.037 10
-1.974 -1.09 -0.059 10
-1.906 -1.636 -0.113 10
-1.724 -2.326 -0.524 10
-1.207 -3.567 -1.239 10
-0.155 -5.52 -2.322 10
1.652 -7.976 -4.011 10
5.064 -9.626 -7.118 10
7.686 -10.155 -12.879 10
6.616 -8.82 -15.599 10
5.54 -4.594 -13.867 10
3.702 -1.126 -8.886 10
1.005 0.468 -3.92 10
0.327 1.946 -0.796 10
-0.007 3.45 1.472 10
-0.575 4.484 4.324 10
-1.25 4.449 6.245 10
-1.858 3.108 6.904 10
-2.017 0.349 5.748 10
-1.565 -3.158 3.251 10
-0.814 -5.704 2.194 10
-0.534 -6.039 3.172 10
-0.472 -6.271 3.433 10
-0.364 -7.902 0.185 10
-0.854 -4.845 2.709 10
-1.406 0.388 6.359 10
-1.455 3.848 5.155 10
-1.111 6.334 3.105 10
-0.181 8.708 -0.756 10
-0.456 7.803 1.612 10
-0.522 4.247 4.958 10
-0.393 2.271 5.471 10
-0.612 0.199 4.975 10
-1.033 -2.155 4.073 10
-1.232 -4.508 3.622 10
-1.022 -6.454 4.027 10
-1.041 -7.075 4.124 10
-1.005 -6.075 2.669 10
-0.5 -3.209 1.169 10
0.463 -0.38 0.311 10
0.891 1.26 -0.9 10
0.81 2.367 -1.654 10
0.626 2.949 -2.17 10
0.408 3.24 -2.616 10
-0.511 4.373 -7.587 10
-1.917 4.694 -9.491 10
-0.363 2.544 -2.603 10
0.974 1.488 2.267 10
1.049 1.416 3.635 10
0.771 1.326 3.013 10
0.367 0.987 1.875 10
-0.143 0.733 1.248 10
-0.577 0.668 0.873 10
-0.881 0.377 0.433 10
-1.586 0.202 -1.092 10
-3.039 0.5 -2.939 10
-2.597 0.485 -1.49 10
-1.226 0.384 0.287 10
0.085 0.294 1.085 10
0.801 0.015 1.106 10
1.04 -0.037 0.711 10
1.03 -0.128 0.424 10
1.169 -0.297 0.52 10
1.31 -0.448 0.649 10
1.412 -0.705 0.73 10
1.521 -1.117 0.838 10
1.584 -1.677 0.823 10
1.667 -2.035 0.629 10
1.759 -1.987 0.118 10
1.712 -1.616 -0.608 10
1.593 -1.023 -1.254 10
1.433 -0.524 -1.663 10
0.885 -0.179 -4.505 10
-0.565 -0.842 -8.08 10
-0.991 -1.688 -4.574 10
