# Accelerometer Data File
# Started @Wed Jul 20 19:43:59 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
0.057 0.058 0.007 11
0.06 0.035 0.006 10
0.063 0.014 -0.002 10
0.048 -0.004 0.006 10
0.009 0.022 -0.02 10
-0.017 -0.006 0.076 10
-0.015 0.02 0.034 9
0.002 -0.007 0.005 11
0.002 -0.032 -0.021 9
-0.014 -0.055 0.024 10
-0.047 -0.041 0.03 10
-0.068 -0.019 -0.007 11
-0.062 0.0 0.002 10
-0.029 0.0 0.001 9
-0.001 -0.009 0.001 10
0.007 0.009 0.018 11
-0.027 0.008 0.025 10
0.069 -0.087 0.014 10
0.037 0.033 -0.081 9
0.05 0.021 0.003 10
0.011 0.027 0.055 10
-0.024 0.025 0.032 10
-0.03 0.031 -0.022 10
-0.018 0.002 -0.037 10
0.0 -0.041 -0.007 10
0.0 -0.045 -0.024 10
0.008 -0.023 -0.03 10
0.016 0.004 -0.044 10
0.006 0.003 0.011 10
-0.003 0.029 -0.024 10
-0.002 0.035 -0.021 10
0.006 0.04 -0.002 10
0.031 0.018 -0.002 11
0.045 0.008 -0.001 9
0.066 -0.001 -0.01 11
0.094 -0.009 -0.017 10
0.067 -0.008 -0.024 9
0.052 -0.016 -0.013 11
-0.004 -0.006 -0.003 10
-0.021 0.003 0.005 9
-0.053 -0.005 -0.003 11
-0.039 -0.005 -0.012 9
-0.027 -0.004 -0.019 11
-0.015 -0.004 -0.034 10
-0.014 0.013 -0.031 10
0.004 -0.005 -0.019 10
0.012 0.012 -0.008 10
0.037 0.011 0.017 10
0.05 0.001 0.016 10
0.037 0.001 0.04 9
-0.026 0.009 0.036 10
-0.05 0.017 -0.01 10
-0.036 0.007 -0.018 11
-0.041 -0.01 -0.033 9
-0.002 0.007 -0.012 11
-0.037 -0.001 -0.002 10
-0.033 -0.018 -0.002 10
-0.029 -0.008 -0.002 10
-0.009 -0.016 0.006 10
0.0 -0.014 -0.002 10
0.0 -0.004 -0.002 10
0.0 -0.004 0.006 10
0.0 -0.02 0.022 10
-0.008 -0.001 0.003 10
-0.016 0.007 0.011 10
-0.006 0.015 -0.006 9
0.003 0.004 -0.014 10
0.002 0.013 -0.004 11
0.011 0.02 -0.029 9
0.009 0.026 -0.026 10
0.008 0.032 -0.024 11
0.016 0.029 -0.021 9
0.04 0.009 -0.002 11
0.019 0.008 0.006 9
0.026 0.0 0.005 11
0.006 -0.018 0.005 10
0.014 -0.016 -0.003 10
0.021 -0.023 -0.02 10
0.027 -0.055 -0.018 9
0.016 -0.015 0.009 11
0.023 0.003 0.0 10
0.012 -0.014 0.008 10
-0.005 -0.021 0.024 10
-0.005 -0.027 0.022 9
-0.004 -0.016 0.019 10
-0.012 0.002 0.017 11
-0.011 0.002 0.007 9
-0.027 -0.006 0.006 11
-0.033 0.011 -0.011 9
-0.03 0.01 0.015 10
-0.027 -0.008 0.014 10
-0.033 0.001 0.03 10
-0.012 -0.007 0.035 11
0.005 0.027 0.023 9
-0.003 0.024 0.012 10
-0.002 0.013 -0.04 11
-0.002 0.012 -0.027 10
0.006 -0.006 -0.025 10
0.005 -0.005 0.029 10
0.013 -0.004 0.026 9
0.003 0.021 -0.002 11
-0.005 0.019 0.006 9
0.003 0.008 0.005 11
0.012 0.0 -0.02 10
0.036 0.016 -0.018 10
0.05 0.032 -0.025 10
0.053 0.011 -0.031 9
0.065 0.001 -0.01 11
0.059 0.001 -0.027 9
0.053 0.01 -0.024 11
0.022 -0.008 0.012 10
0.011 -0.024 0.019 10
-0.015 -0.047 -0.007 10
-0.005 -0.034 -0.024 10
0.003 -0.039 -0.021 10
0.037 -0.018 -0.019 10
0.033 -0.008 -0.009 10
0.013 0.001 0.0 10
0.011 0.001 0.052 9
0.01 0.018 0.046 10
-0.007 0.025 0.05 10
-0.006 0.022 0.062 10
-0.023 0.02 0.004 11
-0.038 0.018 0.004 10
-0.043 0.016 0.003 9
-0.03 0.032 -0.013 10
-0.018 0.011 -0.02 11
