# Accelerometer Data File
# Started @Wed Jul 20 22:06:38 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
1.498 0.444 0.677 10
1.512 0.287 0.54 10
1.464 0.069 0.452 9
1.439 -0.17 0.234 10
1.527 -0.437 -0.09 11
1.616 -0.471 -0.452 10
1.515 -0.45 -0.553 9
1.286 -0.482 -0.489 11
1.019 -0.443 -0.423 9
0.745 -0.329 -0.311 11
0.593 -0.141 -0.194 10
0.344 0.105 -0.114 10
0.111 0.379 0.069 10
-0.011 0.548 0.234 10
-0.045 0.622 0.383 10
-0.126 0.637 0.414 10
-0.234 0.651 0.338 9
-0.262 0.603 0.106 11
-0.271 0.5 -0.206 9
-0.269 0.398 -0.521 11
-0.311 0.35 -0.865 10
-0.375 0.401 -1.132 9
-0.337 0.464 -1.321 11
-0.329 0.443 -1.447 9
-0.322 0.425 -1.501 11
-0.325 0.408 -1.514 10
-0.352 0.402 -1.475 9
-0.377 0.379 -1.465 11
-0.46 0.393 -1.353 9
-0.526 0.431 -1.192 11
-0.586 0.483 -0.969 9
-0.639 0.538 -0.726 10
-0.61 0.561 -0.541 10
-0.523 0.514 -0.315 10
-0.445 0.428 -0.007 11
-0.366 0.368 0.174 9
-0.286 0.348 0.182 10
-0.249 0.262 0.207 11
-0.232 0.132 0.152 9
-0.261 0.058 0.024 11
-0.364 0.053 -0.167 10
-0.448 0.021 -0.374 9
-0.507 -0.04 -0.518 11
-0.465 -0.079 -0.595 9
-0.401 -0.183 -0.699 11
-0.352 -0.286 -0.767 10
-0.351 -0.335 -0.734 9
-0.385 -0.275 -0.634 10
-0.493 -0.196 -0.467 10
-0.607 -0.064 -0.343 10
-0.754 0.105 -0.154 11
-0.885 0.258 -0.086 10
-0.995 0.431 -0.086 10
-1.033 0.543 -0.035 10
-0.981 0.514 -0.04 10
-0.763 0.394 -0.062 10
-0.54 0.191 -0.064 9
-0.417 0.008 -0.04 11
-0.53 -0.061 -0.071 10
-0.701 -0.064 -0.107 10
-0.898 -0.031 -0.07 10
-1.058 0.031 0.005 9
-1.202 0.114 0.056 11
-1.211 0.241 0.197 9
-1.056 0.467 0.496 11
-0.76 0.609 0.852 9
-0.253 0.523 1.223 11
0.262 0.229 1.558 10
0.676 -0.146 1.695 10
0.944 -0.52 1.879 9
0.97 -0.735 1.855 10
0.813 -0.808 1.6 11
0.576 -0.796 1.216 10
0.32 -0.699 0.715 10
0.263 -0.56 0.307 10
0.297 -0.461 0.096 9
0.353 -0.415 -0.06 10
0.473 -0.391 -0.079 11
0.607 -0.498 0.057 10
0.606 -0.552 0.172 9
0.589 -0.531 0.241 11
